n_nodes,rank_mean,rank_std,rank_max,rank_min,rc_mean,rc_std,rc_max,dis_mean,dis_std,dis_max,dio_mean,dio_max,disrx_mean,disrx_max,version_spread,txe_mean,txe_std,rxe_mean,pdr_mean,pdr_min,label,group
10,468.3,118.1127004178636,660,313,137.3,1.1,139,0.5,0.5,1,19.2,25,0.4,1,0,1773814.4,675130.7947168755,36440585.2,0.9992805755395683,0.9928057553956835,0,data_normal_s3
10,458.1,125.63634028417097,654,282,141.1,1.0440306508910548,143,0.5,0.5,1,19.3,26,0.4,1,0,1819955.2,692750.3341015145,36951757.6,0.9993006993006993,0.993006993006993,0,data_normal_s3
10,469.7,111.21695014699873,633,310,144.9,1.0440306508910548,147,0.5,0.5,1,19.4,26,0.4,1,0,1869001.6,714786.7647777481,37455584.4,0.9993197278911564,0.9931972789115646,0,data_normal_s3
3,295.6666666666667,2.357022603955158,299,294,1.6666666666666667,0.4714045207910317,2,0.0,0.0,0,5.333333333333333,6,1.0,2,0,31018.666666666668,8258.080702493098,4227068.0,1.0,1.0,0,data_normal_s4
10,448.0,108.7694810137476,597,293,3.5,1.5,6,0.5,0.6708203932499369,2,6.2,8,0.6,2,0,66348.8,28026.82399702114,15966688.0,1.0,1.0,0,data_normal_s4
10,461.8,105.82986346017839,576,303,7.4,1.3564659966250536,9,0.5,0.6708203932499369,2,7.6,10,0.6,2,0,120697.6,50195.30608174434,16507366.0,1.0,1.0,0,data_normal_s4
10,457.4,114.07997194950566,601,278,11.0,1.5491933384829668,13,0.5,0.6708203932499369,2,8.6,11,0.6,2,0,169030.4,67397.5075432319,16997017.2,1.0,1.0,0,data_normal_s4
10,436.1,111.23619015410408,566,289,14.7,1.4866068747318506,17,0.5,0.6708203932499369,2,9.5,12,0.6,2,0,216067.2,82722.18420327161,17508725.6,1.0,1.0,0,data_normal_s4
10,444.1,103.14111692239909,560,282,18.4,1.3564659966250538,20,0.5,0.6708203932499369,2,10.2,13,0.6,2,0,263296.0,99223.90421667552,18005583.2,1.0,1.0,0,data_normal_s4
10,446.7,95.54689947873767,573,312,22.0,1.4832396974191326,24,0.5,0.6708203932499369,2,10.5,14,0.6,2,0,311264.0,121735.38820901669,18513792.4,1.0,1.0,0,data_normal_s4
10,460.2,102.92696439709081,575,295,25.9,1.57797338380595,28,0.5,0.6708203932499369,2,10.9,15,0.6,2,0,361673.6,144511.5132321297,19051698.0,1.0,1.0,0,data_normal_s4
10,445.5,101.03093585630097,558,303,29.6,1.562049935181331,32,0.5,0.6708203932499369,2,11.9,15,0.6,2,0,411478.4,159071.08850271945,19576085.2,1.0,1.0,0,data_normal_s4
10,455.5,101.03588471429346,576,306,33.1,1.5779733838059502,35,0.5,0.6708203932499369,2,12.3,15,0.6,2,0,454800.0,179267.4525908147,20046670.4,0.996875,0.96875,0,data_normal_s4
10,453.6,105.36526942024113,566,312,37.0,1.61245154965971,39,0.5,0.6708203932499369,2,12.9,17,0.6,2,0,505315.2,196459.17150838237,20569958.8,0.9972972972972972,0.972972972972973,0,data_normal_s4
10,445.9,118.29915468844231,570,284,40.8,1.7204650534085253,43,0.5,0.6708203932499369,2,13.0,17,0.6,2,0,550835.2,214819.07279792454,21078155.6,0.9974999999999999,0.975,0,data_normal_s4
10,449.6,119.53258969837472,619,277,44.6,1.562049935181331,47,0.5,0.6708203932499369,2,13.1,17,0.6,2,0,596009.6,229102.19463776422,21592318.8,0.9977272727272727,0.9772727272727273,0,data_normal_s4
